onset	duration	nwb_table	ses_ID	pen_ID	sub_ID	cond_ID	stim_ID	mode	pdOnTS	pdOffTS
3124.4403436168436	0.5068800147205366	trials	210602TX	p42	Z11111	40	13.0	0.0	3124.5903436168437	3124.797223631564
3124.890623648883	0.5269200161465051	trials	210602TX	p42	Z11111	62	20.0	1.0	3125.040623648883	3125.2675436650293
3125.3509436816366	0.5269200161469598	trials	210602TX	p42	Z11111	82	27.0	0.0	3125.5009436816367	3125.7278636977835
3125.7912637129675	0.5268800161438776	trials	210602TX	p42	Z11111	101	33.0	1.0	3125.9412637129676	3126.1681437291113
3126.221543743584	0.5269200161465051	trials	210602TX	p42	Z11111	7	2.0	0.0	3126.371543743584	3126.5984637597303
3126.661823774912	0.5269200161465051	trials	210602TX	p42	Z11111	28	9.0	0.0	3126.811823774912	3127.0387437910586
3127.092143805531	0.5268800161438776	trials	210602TX	p42	Z11111	17	5.0	1.0	3127.242143805531	3127.469023821675
3131.535104121668	0.49688001400909343	trials	210602TX	p42	Z11111	89	29.0	1.0	3131.6851041216682	3131.881984135677
3131.9453841508616	0.5269200161465051	trials	210602TX	p42	Z11111	112	37.0	0.0	3132.0953841508617	3132.322304167008
3132.375664181478	0.5269200161465051	trials	210602TX	p42	Z11111	81	26.0	2.0	3132.525664181478	3132.7525841976244
3132.815984212809	0.5269200161465051	trials	210602TX	p42	Z11111	118	39.0	0.0	3132.965984212809	3133.1929042289553
3133.2462642434252	0.5269200161465051	trials	210602TX	p42	Z11111	97	32.0	0.0	3133.3962642434253	3133.6231842595716
3133.686584274756	0.5268800161434228	trials	210602TX	p42	Z11111	19	6.0	0.0	3133.836584274756	3134.0634642908994
3134.1168643053725	0.5268800161434228	trials	210602TX	p42	Z11111	55	18.0	0.0	3134.2668643053726	3134.493744321516
3138.539824620086	0.5069200147236188	trials	210602TX	p42	Z11111	104	34.0	1.0	3138.6898246200863	3138.8967446348097
3138.9501046492796	0.5369200168579482	trials	210602TX	p42	Z11111	3	0.0	2.0	3139.1001046492797	3139.3370246661375
3139.420424682745	0.5269200161469598	trials	210602TX	p42	Z11111	16	5.0	0.0	3139.570424682745	3139.7973446988917
3139.860704714073	0.5169200154350619	trials	210602TX	p42	Z11111	86	28.0	1.0	3140.010704714073	3140.227624729508
3140.291024744692	0.5268800161438776	trials	210602TX	p42	Z11111	29	9.0	1.0	3140.441024744692	3140.667904760836
3140.7213047753085	0.5269200161469598	trials	210602TX	p42	Z11111	13	4.0	0.0	3140.8713047753085	3141.0982247914553
3141.1615848066367	0.5269200161465051	trials	210602TX	p42	Z11111	34	11.0	0.0	3141.311584806637	3141.538504822783
3145.7446651327436	0.5069200147236188	trials	210602TX	p42	Z11111	64	21.0	0.0	3145.8946651327437	3146.101585147467
3146.194985164786	0.5269200161469598	trials	210602TX	p42	Z11111	91	30.0	0.0	3146.344985164786	3146.571905180933
3146.625265195403	0.5269200161465051	trials	210602TX	p42	Z11111	75	24.0	2.0	3146.775265195403	3147.002185211549
3147.065585226733	0.5268800161438776	trials	210602TX	p42	Z11111	52	17.0	0.0	3147.2155852267333	3147.442465242877
3147.4958652573496	0.5269200161469598	trials	210602TX	p42	Z11111	15	4.0	2.0	3147.6458652573497	3147.8727852734964
3147.936145288678	0.5269200161465051	trials	210602TX	p42	Z11111	20	6.0	1.0	3148.086145288678	3148.3130653048242
3148.3964653214316	0.5269200161465051	trials	210602TX	p42	Z11111	33	10.0	2.0	3148.5464653214317	3148.773385337578
3152.9895456482504	0.5069200147236188	trials	210602TX	p42	Z11111	35	11.0	1.0	3153.1395456482505	3153.346465662974
3153.3998256774435	0.5269200161469598	trials	210602TX	p42	Z11111	95	31.0	1.0	3153.5498256774436	3153.7767456935903
3153.8401457087743	0.5268800161438776	trials	210602TX	p42	Z11111	53	17.0	1.0	3153.9901457087744	3154.217025724918
3154.2704257393907	0.5269200161469598	trials	210602TX	p42	Z11111	85	28.0	0.0	3154.420425739391	3154.6473457555376
3154.7407457728564	0.5269200161465051	trials	210602TX	p42	Z11111	30	9.0	2.0	3154.8907457728565	3155.117665789003
3155.1710258034727	0.5269200161465051	trials	210602TX	p42	Z11111	56	18.0	1.0	3155.321025803473	3155.547945819619
3155.6113458348036	0.5268800161434228	trials	210602TX	p42	Z11111	119	39.0	1.0	3155.7613458348037	3155.988225850947
3160.0343061495173	0.5068800147209913	trials	210602TX	p42	Z11111	106	35.0	0.0	3160.1843061495174	3160.391186164238
3160.4745861808456	0.5269200161465051	trials	210602TX	p42	Z11111	44	14.0	1.0	3160.6245861808457	3160.851506196992
3160.944906214311	0.5269200161465051	trials	210602TX	p42	Z11111	61	20.0	0.0	3161.094906214311	3161.321826230457
3161.3852262456417	0.5168800154319797	trials	210602TX	p42	Z11111	79	26.0	0.0	3161.5352262456418	3161.7521062610735
3161.815506276258	0.5269200161465051	trials	210602TX	p42	Z11111	45	14.0	2.0	3161.965506276258	3162.1924262924044
3162.2457863068744	0.5269200161465051	trials	210602TX	p42	Z11111	47	15.0	1.0	3162.3957863068745	3162.622706323021
