onset	duration	nwb_table	ses_ID	pen_ID	sub_ID	cond_ID	stim_ID	position	pdOnTS	pdOffTS
2292.590465778999	0.5060000426233273	trials	210418SL	p10	Z11111	25	9.0	1.0	2292.740465778999	2292.946465821622
2293.0007458638897	0.49600004055446334	trials	210418SL	p10	Z11111	56	10.0	3.0	2293.15074586389	2293.346745904444
2295.262266331821	0.5060000426237821	trials	210418SL	p10	Z11111	15	14.0	0.0	2295.4122663318212	2295.618266374445
2295.672546416712	0.4960000405549181	trials	210418SL	p10	Z11111	53	7.0	3.0	2295.822546416712	2296.018546457267
2296.072826499534	0.5360000488308287	trials	210418SL	p10	Z11111	55	9.0	3.0	2296.222826499534	2296.458826548365
2296.5131065906326	0.49600004055446334	trials	210418SL	p10	Z11111	21	5.0	1.0	2296.6631065906327	2296.859106631187
2296.9433866796617	0.4960000405549181	trials	210418SL	p10	Z11111	24	8.0	1.0	2297.0933866796618	2297.2893867202165
2299.565187222139	0.5060000426237821	trials	210418SL	p10	Z11111	41	10.0	2.0	2299.715187222139	2299.9211872647625
2299.9754673070297	0.4959600405463789	trials	210418SL	p10	Z11111	65	4.0	4.0	2300.12546730703	2300.321427347576
2300.3757073898437	0.5260400467700492	trials	210418SL	p10	Z11111	61	0.0	4.0	2300.525707389844	2300.7517474366136
2300.805987478873	0.5060400426318665	trials	210418SL	p10	Z11111	20	4.0	1.0	2300.955987478873	2301.1620275215046
2301.2463075699798	0.49600004055446334	trials	210418SL	p10	Z11111	29	13.0	1.0	2301.39630756998	2301.592307610534
2301.676587659009	0.49600004055446334	trials	210418SL	p10	Z11111	13	12.0	0.0	2301.826587659009	2302.0225876995632
2302.076867741831	0.5060000426237821	trials	210418SL	p10	Z11111	74	13.0	4.0	2302.226867741831	2302.4328677844546
2306.1896285928024	0.4960000405549181	trials	210418SL	p10	Z11111	72	11.0	4.0	2306.3396285928025	2306.535628633357
2306.5899086756244	0.5060000426237821	trials	210418SL	p10	Z11111	52	6.0	3.0	2306.7399086756245	2306.945908718248
2307.000188760516	0.49600004055446334	trials	210418SL	p10	Z11111	22	6.0	1.0	2307.150188760516	2307.34618880107
2307.430468849545	0.49600004055446334	trials	210418SL	p10	Z11111	71	10.0	4.0	2307.580468849545	2307.7764688900993
2309.681989315407	0.5060000426237821	trials	210418SL	p10	Z11111	30	14.0	1.0	2309.831989315407	2310.0379893580307
2310.0922694002984	0.49600004055446334	trials	210418SL	p10	Z11111	73	12.0	4.0	2310.2422694002985	2310.4382694408528
2310.492509483112	0.5260400467700492	trials	210418SL	p10	Z11111	10	9.0	0.0	2310.642509483112	2310.868549529882
2310.9228295721496	0.49600004055446334	trials	210418SL	p10	Z11111	27	11.0	1.0	2311.0728295721497	2311.268829612704
2311.3330696570324	0.5260400467700492	trials	210418SL	p10	Z11111	32	1.0	2.0	2311.4830696570325	2311.7091097038024
2311.76338974607	0.49600004055446334	trials	210418SL	p10	Z11111	33	2.0	2.0	2311.91338974607	2312.1093897866244
2312.193669835099	0.49600004055446334	trials	210418SL	p10	Z11111	1	0.0	0.0	2312.3436698350993	2312.5396698756535
2316.166350657087	0.5060000426233273	trials	210418SL	p10	Z11111	17	1.0	1.0	2316.3163506570872	2316.5223506997104
2316.586630744047	0.4960000405549181	trials	210418SL	p10	Z11111	0			2316.736630744047	2316.9326307846018
2317.0169108330765	0.49600004055446334	trials	210418SL	p10	Z11111	16	0.0	1.0	2317.1669108330766	2317.362910873631
2317.4171909158986	0.52600004676151	trials	210418SL	p10	Z11111	59	13.0	3.0	2317.5671909158987	2317.79319096266
2317.8474710049277	0.5060000426237821	trials	210418SL	p10	Z11111	2	1.0	0.0	2317.997471004928	2318.2034710475514
2318.287791096034	0.4960000405549181	trials	210418SL	p10	Z11111	7	6.0	0.0	2318.4377910960343	2318.633791136589
2320.919551640572	0.5060000426237821	trials	210418SL	p10	Z11111	35	4.0	2.0	2321.069551640572	2321.2755516831958
2321.3298317254635	0.5060000426233273	trials	210418SL	p10	Z11111	47	1.0	3.0	2321.4798317254636	2321.6858317680867
2321.7601118144926	0.5060000426237821	trials	210418SL	p10	Z11111	9	8.0	0.0	2321.9101118144927	2322.1161118571163
2322.1703918993835	0.4960000405549181	trials	210418SL	p10	Z11111	36	5.0	2.0	2322.3203918993836	2322.5163919399383
