onset	duration	nwb_table	ses_ID	pen_ID	sub_ID	cond_ID	stim_ID	rotation	luminance	pdOnTS	pdOffTS
497.54205939311134	0.5068800336055119	trials	210609SL	p49	Z11111	57	11.0	135.0	4	497.6920593931113	497.8989394267169
497.9522994597507	0.49692003198765633	trials	210609SL	p49	Z11111	260	4.0	45.0	12	498.10229945975067	498.29921949173837
498.38261952965183	0.4968800319811635	trials	210609SL	p49	Z11111	125	4.0	0.0	8	498.5326195296518	498.729499561633
498.78285959466683	0.5369200384852206	trials	210609SL	p49	Z11111	335	4.0	270.0	12	498.9328595946668	499.1697796331521
499.2531796710656	0.49692003198765633	trials	210609SL	p49	Z11111	164	13.0	90.0	8	499.4031796710656	499.6000997030533
499.69349974259114	0.4968800319811635	trials	210609SL	p49	Z11111	235	9.0	315.0	8	499.8434997425911	500.04037977457233
500.12377981248585	0.49688003198110664	trials	210609SL	p49	Z11111	236	10.0	315.0	8	500.2737798124858	500.470659844467
500.5540598823805	0.5069200336120616	trials	210609SL	p49	Z11111	269	13.0	45.0	12	500.7040598823805	500.9109799159926
505.9877407650273	0.5068800336055119	trials	210609SL	p49	Z11111	325	9.0	225.0	12	506.1377407650273	506.34462079863283
506.3980208316732	0.5268800368543225	trials	210609SL	p49	Z11111	273	2.0	90.0	12	506.54802083167317	506.77490086852754
508.9897412526721	0.5069200336120048	trials	210609SL	p49	Z11111	186	5.0	180.0	8	509.1397412526721	509.34666128628413
509.41002132094235	0.5269200368608153	trials	210609SL	p49	Z11111	31	0.0	90.0	4	509.5600213209423	509.7869413578032
509.840301390837	0.5269200368608722	trials	210609SL	p49	Z11111	198	2.0	225.0	8	509.990301390837	510.2172214276979
510.2706214607382	0.5068800336055119	trials	210609SL	p49	Z11111	10	9.0	0.0	4	510.4206214607382	510.62750149434373
510.71090153225725	0.4968800319811635	trials	210609SL	p49	Z11111	211	0.0	270.0	8	510.86090153225723	511.05778156423844
511.1411816021519	0.5069200336120616	trials	210609SL	p49	Z11111	292	6.0	135.0	12	511.2911816021519	511.498101635764
511.5815016736775	0.4968800319811635	trials	210609SL	p49	Z11111	185	4.0	180.0	8	511.7315016736775	511.92838170565864
512.0117817435722	0.4968800319810498	trials	210609SL	p49	Z11111	231	5.0	315.0	8	512.1617817435722	512.3586617755533
515.3840622913652	0.5068800336055119	trials	210609SL	p49	Z11111	93	2.0	270.0	4	515.5340622913652	515.7409423249708
515.794342358011	0.5268800368544362	trials	210609SL	p49	Z11111	346	0.0	315.0	12	515.944342358011	516.1712223948655
516.2346224295302	0.5269200368608153	trials	210609SL	p49	Z11111	47	1.0	135.0	4	516.3846224295302	516.611542466391
518.7163028326542	0.5068800336055119	trials	210609SL	p49	Z11111	91	0.0	270.0	4	518.8663028326541	519.0731828662597
521.2379832422757	0.5069200336121185	trials	210609SL	p49	Z11111	109	3.0	315.0	4	521.3879832422757	521.5949032758879
521.6482633089216	0.5269200368608153	trials	210609SL	p49	Z11111	60	14.0	135.0	4	521.7982633089216	522.0251833457825
522.0885833804472	0.5268800368543225	trials	210609SL	p49	Z11111	345	14.0	270.0	12	522.2385833804472	522.4654634173015
522.5188634503419	0.5269200368608153	trials	210609SL	p49	Z11111	228	2.0	315.0	8	522.6688634503419	522.8957834872027
522.9491435202366	0.5369200384851638	trials	210609SL	p49	Z11111	293	7.0	135.0	12	523.0991435202366	523.3360635587218
523.3894635917621	0.5268800368543225	trials	210609SL	p49	Z11111	303	2.0	180.0	12	523.5394635917621	523.7663436286165
523.8197436616568	0.5369200384851638	trials	210609SL	p49	Z11111	20	4.0	45.0	4	523.9697436616568	524.206663700142
524.2600237331759	0.5269200368608153	trials	210609SL	p49	Z11111	226	0.0	315.0	8	524.4100237331759	524.6369437700367
527.5222242630875	0.5068800336055119	trials	210609SL	p49	Z11111	130	9.0	0.0	8	527.6722242630875	527.8791042966931
530.0539046743336	0.5069200336120048	trials	210609SL	p49	Z11111	285	14.0	90.0	12	530.2039046743336	530.4108247079456
530.4641847409794	0.49692003198765633	trials	210609SL	p49	Z11111	15	14.0	0.0	4	530.6141847409793	530.811104772967
532.9058651376058	0.5068800336055119	trials	210609SL	p49	Z11111	153	2.0	90.0	8	533.0558651376058	533.2627451712113
533.3261452058761	0.5268800368543225	trials	210609SL	p49	Z11111	243	2.0	0.0	12	533.476145205876	533.7030252427304
533.7564252757708	0.5269200368608153	trials	210609SL	p49	Z11111	181	0.0	180.0	8	533.9064252757707	534.1333453126316
534.1967053472898	0.5269200368608153	trials	210609SL	p49	Z11111	190	9.0	180.0	8	534.3467053472898	534.5736253841507
534.6470254204398	0.5269200368608153	trials	210609SL	p49	Z11111	340	9.0	270.0	12	534.7970254204398	535.0239454573007
535.0773054903344	0.526920036860929	trials	210609SL	p49	Z11111	291	5.0	135.0	12	535.2273054903344	535.4542255271954
535.5075855602291	0.5069200336120048	trials	210609SL	p49	Z11111	145	9.0	45.0	8	535.6575855602291	535.8645055938412
535.9479056317547	0.4968800319811635	trials	210609SL	p49	Z11111	317	1.0	225.0	12	536.0979056317547	536.2947856637359
539.2701461714192	0.5068800336055119	trials	210609SL	p49	Z11111	94	3.0	270.0	4	539.4201461714192	539.6270262050248
539.7104262429383	0.4968800319811635	trials	210609SL	p49	Z11111	168	2.0	135.0	8	539.8604262429383	540.0573062749195
541.9419466054263	0.5068800336055119	trials	210609SL	p49	Z11111	322	6.0	225.0	12	542.0919466054263	542.2988266390319
542.3522266720722	0.5268800368543225	trials	210609SL	p49	Z11111	305	4.0	180.0	12	542.5022266720722	542.7291067089266
542.7925067435913	0.5269200368608153	trials	210609SL	p49	Z11111	167	1.0	135.0	8	542.9425067435913	543.1694267804521
543.222786813486	0.4968800319811635	trials	210609SL	p49	Z11111	171	5.0	135.0	8	543.372786813486	543.5696668454672
543.6230668785074	0.5269200368608153	trials	210609SL	p49	Z11111	52	6.0	135.0	4	543.7730668785074	543.9999869153683
544.0633469500265	0.5269200368608153	trials	210609SL	p49	Z11111	265	9.0	45.0	12	544.2133469500264	544.4402669868873
544.4936670199277	0.4968800319811635	trials	210609SL	p49	Z11111	96	5.0	270.0	4	544.6436670199276	544.8405470519089
544.9239470898224	0.5369200384851638	trials	210609SL	p49	Z11111	64	3.0	180.0	4	545.0739470898224	545.3108671283076
548.2962276376154	0.5068800336055119	trials	210609SL	p49	Z11111	39	8.0	90.0	4	548.4462276376154	548.6531076712209
548.7064677042548	0.49692003198754264	trials	210609SL	p49	Z11111	78	2.0	225.0	4	548.8564677042548	549.0533877362424
549.1467877757804	0.5269200368608153	trials	210609SL	p49	Z11111	227	1.0	315.0	8	549.2967877757803	549.5237078126412
549.577067845675	0.526920036860929	trials	210609SL	p49	Z11111	17	1.0	45.0	4	549.7270678456749	549.9539878825359
550.0173479171941	0.49692003198754264	trials	210609SL	p49	Z11111	286	0.0	135.0	12	550.1673479171941	550.3642679491817
550.4476679870952	0.4968800319811635	trials	210609SL	p49	Z11111	241	0.0	0.0	12	550.5976679870952	550.7945480190764
553.1594684275999	0.5069200336121185	trials	210609SL	p49	Z11111	262	6.0	45.0	12	553.3094684275999	553.516388461212
553.5797484958701	0.526920036860929	trials	210609SL	p49	Z11111	97	6.0	270.0	4	553.7297484958701	553.9566685327311
554.0100685657713	0.5268800368543225	trials	210609SL	p49	Z11111	206	10.0	225.0	8	554.1600685657713	554.3869486026257
554.440348635666	0.5068800336055119	trials	210609SL	p49	Z11111	142	6.0	45.0	8	554.590348635666	554.7972286692716
554.8806287071851	0.49692003198765633	trials	210609SL	p49	Z11111	89	13.0	225.0	4	555.0306287071851	555.2275487391728
555.3109487770863	0.5068800336055119	trials	210609SL	p49	Z11111	222	11.0	270.0	8	555.4609487770863	555.6678288106918
555.7512288486054	0.4968800319811635	trials	210609SL	p49	Z11111	328	12.0	225.0	12	555.9012288486053	556.0981088805866
556.1515089136268	0.5268800368543225	trials	210609SL	p49	Z11111	48	2.0	135.0	4	556.3015089136268	556.5283889504811
559.4237094451629	0.5068800336055119	trials	210609SL	p49	Z11111	311	10.0	180.0	12	559.5737094451629	559.7805894787684
559.8339895118088	0.5268800368543225	trials	210609SL	p49	Z11111	72	11.0	180.0	4	559.9839895118088	560.2108695486631
560.2642695817034	0.5269200368608153	trials	210609SL	p49	Z11111	34	3.0	90.0	4	560.4142695817034	560.6411896185642
560.7045496532224	0.5269200368608153	trials	210609SL	p49	Z11111	313	12.0	180.0	12	560.8545496532224	561.0814696900833
