onset	duration	nwb_table	ses_ID	pen_ID	sub_ID	cond_ID	stim_ID	mode	pdOnTS	pdOffTS
3470.6097850005776	0.5069200191728669	trials	210528TX	p38	Z11111	55	18.0	0.0	3470.7597850005777	3470.9667050197504
3471.0500650413733	0.5369600219569293	trials	210528TX	p38	Z11111	114	37.0	2.0	3471.2000650413734	3471.43702506333
3471.490385082173	0.5269200210263989	trials	210528TX	p38	Z11111	78	25.0	2.0	3471.640385082173	3471.867305103199
3471.930665122969	0.5269200210263989	trials	210528TX	p38	Z11111	48	15.0	2.0	3472.080665122969	3472.3075851439953
3472.360945162838	0.5269600210303906	trials	210528TX	p38	Z11111	111	36.0	2.0	3472.510945162838	3472.7379051838684
3472.831265206418	0.5269600210299359	trials	210528TX	p38	Z11111	113	37.0	1.0	3472.981265206418	3473.2082252274477
3473.261545246287	0.5269600210299359	trials	210528TX	p38	Z11111	7	2.0	0.0	3473.411545246287	3473.6385052673168
3477.0441055967754	0.5069200191733216	trials	210528TX	p38	Z11111	0			3477.1941055967754	3477.4010256159486
3477.464385635718	0.5269600210303906	trials	210528TX	p38	Z11111	20	6.0	1.0	3477.614385635718	3477.841345656748
3480.246265893484	0.5069200191733216	trials	210528TX	p38	Z11111	97	32.0	0.0	3480.3962658934843	3480.6031859126574
3480.6565459315007	0.5269200210263989	trials	210528TX	p38	Z11111	66	21.0	2.0	3480.8065459315008	3481.033465952527
3481.12686597508	0.5269200210263989	trials	210528TX	p38	Z11111	52	17.0	0.0	3481.27686597508	3481.503785996106
3481.5571460149495	0.5269200210259442	trials	210528TX	p38	Z11111	45	14.0	2.0	3481.7071460149496	3481.9340660359753
3481.997426055745	0.5269600210299359	trials	210528TX	p38	Z11111	95	31.0	1.0	3482.147426055745	3482.374386076775
3482.427746095618	0.5269200210263989	trials	210528TX	p38	Z11111	117	38.0	2.0	3482.5777460956183	3482.8046661166445
3482.8680261364143	0.5269600210299359	trials	210528TX	p38	Z11111	16	5.0	0.0	3483.0180261364144	3483.244986157444
3486.7206264933925	0.49692001824632825	trials	210528TX	p38	Z11111	0			3486.8706264933926	3487.0675465116387
3487.160906534188	0.5269600210299359	trials	210528TX	p38	Z11111	84	27.0	2.0	3487.3109065341882	3487.537866555218
3487.6312265777674	0.5269600210303906	trials	210528TX	p38	Z11111	17	5.0	1.0	3487.7812265777675	3488.0081865987977
3488.061506617637	0.5269600210299359	trials	210528TX	p38	Z11111	40	13.0	0.0	3488.211506617637	3488.438466638667
3490.68330686057	0.496920018246783	trials	210528TX	p38	Z11111	102	33.0	2.0	3490.8333068605702	3491.030226878817
3491.0935868985866	0.5269200210263989	trials	210528TX	p38	Z11111	72	23.0	2.0	3491.2435868985867	3491.470506919613
3491.5238669384557	0.5269200210263989	trials	210528TX	p38	Z11111	60	19.0	2.0	3491.673866938456	3491.900786959482
3491.964146979252	0.5269600210299359	trials	210528TX	p38	Z11111	106	35.0	0.0	3492.114146979252	3492.3411070002817
3492.394427019121	0.5269600210303906	trials	210528TX	p38	Z11111	22	7.0	0.0	3492.544427019121	3492.7713870401512
3492.8347470599206	0.5269200210263989	trials	210528TX	p38	Z11111	92	30.0	1.0	3492.9847470599207	3493.211667080947
3493.26502709979	0.5269200210263989	trials	210528TX	p38	Z11111	23	7.0	1.0	3493.41502709979	3493.6419471208164
3497.2877474725315	0.5069200191733216	trials	210528TX	p38	Z11111	64	21.0	0.0	3497.4377474725316	3497.6446674917047
3497.6980275105475	0.5269200210263989	trials	210528TX	p38	Z11111	41	13.0	1.0	3497.8480275105476	3498.074947531574
3498.1683475541267	0.5269200210263989	trials	210528TX	p38	Z11111	19	6.0	0.0	3498.318347554127	3498.545267575153
3498.5986275939963	0.5269200210263989	trials	210528TX	p38	Z11111	18	5.0	2.0	3498.7486275939964	3498.9755476150226
3499.0389076347924	0.5269600210299359	trials	210528TX	p38	Z11111	82	27.0	0.0	3499.1889076347925	3499.4158676558222
3499.4691876746615	0.5269600210299359	trials	210528TX	p38	Z11111	68	22.0	1.0	3499.6191876746616	3499.8461476956913
3499.909507715461	0.5269200210263989	trials	210528TX	p38	Z11111	39	12.0	2.0	3500.059507715461	3500.2864277364874
3503.8221480780026	0.5069200191733216	trials	210528TX	p38	Z11111	62	20.0	1.0	3503.9721480780026	3504.179068097176
3504.242428116945	0.5269200210263989	trials	210528TX	p38	Z11111	85	28.0	0.0	3504.392428116945	3504.6193481379714
3504.6727081568147	0.5269200210263989	trials	210528TX	p38	Z11111	25	8.0	0.0	3504.8227081568148	3505.049628177841
3505.102988196684	0.5269600210303906	trials	210528TX	p38	Z11111	101	33.0	1.0	3505.252988196684	3505.479948217714
3505.5433082374834	0.5269200210263989	trials	210528TX	p38	Z11111	65	21.0	1.0	3505.6933082374835	3505.9202282585097
3505.973588277353	0.5269200210263989	trials	210528TX	p38	Z11111	71	23.0	1.0	3506.123588277353	3506.3505082983793
3506.443908320932	0.5269200210263989	trials	210528TX	p38	Z11111	112	37.0	0.0	3506.5939083209323	3506.8208283419585
3510.5166286983067	0.5069200191728669	trials	210528TX	p38	Z11111	91	30.0	0.0	3510.666628698307	3510.8735487174795
3510.9269087363227	0.5269600210299359	trials	210528TX	p38	Z11111	94	31.0	0.0	3511.076908736323	3511.3038687573526
3511.3672287771224	0.5269200210263989	trials	210528TX	p38	Z11111	89	29.0	1.0	3511.5172287771225	3511.7441487981487
3511.7975088169915	0.5269200210263989	trials	210528TX	p38	Z11111	105	34.0	2.0	3511.9475088169916	3512.174428838018
3512.227788856861	0.5269600210299359	trials	210528TX	p38	Z11111	34	11.0	0.0	3512.377788856861	3512.604748877891
3512.6681088976607	0.5269200210263989	trials	210528TX	p38	Z11111	98	32.0	1.0	3512.8181088976607	3513.045028918687
3513.0983889375298	0.5269200210263989	trials	210528TX	p38	Z11111	107	35.0	1.0	3513.24838893753	3513.475308958556
3517.1411093121246	0.5069200191728669	trials	210528TX	p38	Z11111	32	10.0	1.0	3517.2911093121247	3517.4980293312974
3517.5513893501407	0.5269200210263989	trials	210528TX	p38	Z11111	118	39.0	0.0	3517.7013893501407	3517.928309371167
3518.02170939372	0.5269200210263989	trials	210528TX	p38	Z11111	9	2.0	2.0	3518.17170939372	3518.398629414746
3518.4519894335895	0.5269200210263989	trials	210528TX	p38	Z11111	42	13.0	2.0	3518.6019894335896	3518.8289094546158
3518.9223094771687	0.5269200210263989	trials	210528TX	p38	Z11111	10	3.0	0.0	3519.072309477169	3519.299229498195
3519.3525895170383	0.5269200210259442	trials	210528TX	p38	Z11111	4	1.0	0.0	3519.5025895170384	3519.729509538064
3519.8229095606175	0.5269200210263989	trials	210528TX	p38	Z11111	47	15.0	1.0	3519.9729095606176	3520.199829581644
3523.865629935212	0.496920018246783	trials	210528TX	p38	Z11111	35	11.0	1.0	3524.015629935212	3524.2125499534586
3524.275909973228	0.5269200210263989	trials	210528TX	p38	Z11111	3	0.0	2.0	3524.425909973228	3524.6528299942543
3524.7061900130975	0.5269200210263989	trials	210528TX	p38	Z11111	1	0.0	0.0	3524.8561900130976	3525.083110034124
3525.146470053893	0.5269600210303906	trials	210528TX	p38	Z11111	120	39.0	2.0	3525.2964700538932	3525.5234300749235
3525.5767900937662	0.5269200210263989	trials	210528TX	p38	Z11111	49	16.0	0.0	3525.7267900937663	3525.9537101147926
3526.0170701345623	0.5269600210299359	trials	210528TX	p38	Z11111	104	34.0	1.0	3526.1670701345624	3526.394030155592
3526.4473501744314	0.5269600210303906	trials	210528TX	p38	Z11111	75	24.0	2.0	3526.5973501744315	3526.8243101954617
3531.0504706009524	0.5069200191733216	trials	210528TX	p38	Z11111	108	35.0	2.0	3531.2004706009525	3531.4073906201256
3531.500750642675	0.5269600210299359	trials	210528TX	p38	Z11111	50	16.0	1.0	3531.650750642675	3531.877710663705
3531.9310706825477	0.5269200210263989	trials	210528TX	p38	Z11111	70	23.0	0.0	3532.0810706825478	3532.307990703574
3532.3713507233438	0.5269600210299359	trials	210528TX	p38	Z11111	58	19.0	0.0	3532.521350723344	3532.7483107443736
3532.801630763213	0.5269600210303906	trials	210528TX	p38	Z11111	103	34.0	0.0	3532.951630763213	3533.178590784243
3533.2419508040125	0.5269200210263989	trials	210528TX	p38	Z11111	11	3.0	1.0	3533.3919508040126	3533.618870825039
3533.672230843882	0.5269200210263989	trials	210528TX	p38	Z11111	27	8.0	2.0	3533.822230843882	3534.0491508649084
3537.6549112129132	0.5069200191733216	trials	210528TX	p38	Z11111	15	4.0	2.0	3537.8049112129133	3538.0118312320865
3538.075191251856	0.5269600210303906	trials	210528TX	p38	Z11111	14	4.0	1.0	3538.225191251856	3538.452151272886
3538.5054712917254	0.5269600210299359	trials	210528TX	p38	Z11111	30	9.0	2.0	3538.6554712917255	3538.882431312755
3538.9557913334515	0.5269200210263989	trials	210528TX	p38	Z11111	86	28.0	1.0	3539.1057913334516	3539.332711354478
3539.426111377031	0.5269200210263989	trials	210528TX	p38	Z11111	77	25.0	1.0	3539.576111377031	3539.803031398057
3539.866391417827	0.5169200200998603	trials	210528TX	p38	Z11111	38	12.0	1.0	3540.016391417827	3540.2333114379267
3540.2966714576964	0.5269600210299359	trials	210528TX	p38	Z11111	61	20.0	0.0	3540.4466714576965	3540.6736314787263
3544.349431833221	0.5069200191733216	trials	210528TX	p38	Z11111	99	32.0	2.0	3544.499431833221	3544.706351852394
3544.759711871237	0.5269200210263989	trials	210528TX	p38	Z11111	43	14.0	0.0	3544.909711871237	3545.1366318922633
3545.199991912033	0.5269200210263989	trials	210528TX	p38	Z11111	57	18.0	2.0	3545.349991912033	3545.5769119330594
3545.6302719519026	0.5269600210299359	trials	210528TX	p38	Z11111	26	8.0	1.0	3545.7802719519027	3546.0072319729325
3548.131952183706	0.49692001824632825	trials	210528TX	p38	Z11111	5	1.0	1.0	3548.281952183706	3548.478872201952
3548.542232221722	0.5269600210299359	trials	210528TX	p38	Z11111	29	9.0	1.0	3548.692232221722	3548.9191922427517
3549.012552265301	0.5269600210303906	trials	210528TX	p38	Z11111	100	33.0	0.0	3549.162552265301	3549.3895122863314
3549.4428323051707	0.5269600210299359	trials	210528TX	p38	Z11111	56	18.0	1.0	3549.5928323051708	3549.8197923262005
3549.8831523459703	0.5269200210263989	trials	210528TX	p38	Z11111	119	39.0	1.0	3550.0331523459704	3550.2600723669966
3550.3134323858394	0.5269200210263989	trials	210528TX	p38	Z11111	53	17.0	1.0	3550.4634323858395	3550.6903524068657
3550.753752426639	0.5269200210263989	trials	210528TX	p38	Z11111	63	20.0	2.0	3550.903752426639	3551.1306724476653
3554.666352789177	0.5069200191733216	trials	210528TX	p38	Z11111	93	30.0	2.0	3554.816352789177	3555.02327280835
3555.0866328281195	0.5269600210303906	trials	210528TX	p38	Z11111	37	12.0	0.0	3555.2366328281196	3555.46359284915
3555.546952870772	0.5269600210303906	trials	210528TX	p38	Z11111	88	29.0	0.0	3555.6969528707723	3555.9239128918025
3555.9872329115683	0.5269600210299359	trials	210528TX	p38	Z11111	12	3.0	2.0	3556.1372329115684	3556.364192932598
3556.4175529514414	0.5269200210263989	trials	210528TX	p38	Z11111	67	22.0	0.0	3556.5675529514415	3556.7944729724677
3556.857832992237	0.5269200210263989	trials	210528TX	p38	Z11111	28	9.0	0.0	3557.007832992237	3557.2347530132633
3557.2881130321066	0.5269600210299359	trials	210528TX	p38	Z11111	76	25.0	0.0	3557.4381130321067	3557.6650730531364
3561.4709534196845	0.5069200191733216	trials	210528TX	p38	Z11111	36	11.0	2.0	3561.6209534196846	3561.8278734388578
3561.921233461407	0.5269600210299359	trials	210528TX	p38	Z11111	83	27.0	1.0	3562.0712334614072	3562.298193482437
3562.3915535049864	0.5269600210299359	trials	210528TX	p38	Z11111	0			3562.5415535049865	3562.7685135260162
3565.033353749773	0.5069200191728669	trials	210528TX	p38	Z11111	44	14.0	1.0	3565.1833537497732	3565.390273768946
3565.4836337914953	0.5269600210303906	trials	210528TX	p38	Z11111	6	1.0	2.0	3565.6336337914954	3565.8605938125256
3565.923953832295	0.5169200200998603	trials	210528TX	p38	Z11111	31	10.0	0.0	3566.073953832295	3566.2908738523947
3566.3542338721645	0.5269200210263989	trials	210528TX	p38	Z11111	79	26.0	0.0	3566.5042338721646	3566.731153893191
