onset	duration	nwb_table	ses_ID	pen_ID	sub_ID	cond_ID	stim_ID	rotation	luminance	pdOnTS	pdOffTS
513.5071036012961	0.5168815220177976	trials	210626SL	p61	Z11111	351	5.0	315.0	12	513.6571036012961	513.8739851233139
513.9374266211905	0.4968413813812731	trials	210626SL	p61	Z11111	308	7.0	180.0	12	514.0874266211905	514.2842680025718
514.3477095004483	0.5268415919149447	trials	210626SL	p61	Z11111	256	0.0	45.0	12	514.4977095004483	514.7245510923633
514.7879925902399	0.5068414515591257	trials	210626SL	p61	Z11111	42	11.0	90.0	4	514.9379925902399	515.1448340417991
517.329730427491	0.5168415217369784	trials	210626SL	p61	Z11111	287	1.0	135.0	12	517.479730427491	517.696571949228
517.7700135172825	0.4968413813812731	trials	210626SL	p61	Z11111	241	0.0	0.0	12	517.9200135172824	518.1168548986637
518.1702963263625	0.5368816623733892	trials	210626SL	p61	Z11111	101	10.0	270.0	4	518.3202963263625	518.5571779887359
518.6205794863318	0.4968413813812731	trials	210626SL	p61	Z11111	163	12.0	90.0	8	518.7705794863318	518.9674208677131
519.0308623655898	0.5268815921955365	trials	210626SL	p61	Z11111	116	10.0	315.0	4	519.1808623655897	519.4077439577853
519.471185455662	0.5368416620927974	trials	210626SL	p61	Z11111	19	3.0	45.0	4	519.6211854556619	519.8580271177548
519.9114685454535	0.4968413813811594	trials	210626SL	p61	Z11111	311	10.0	180.0	12	520.0614685454535	520.2583099268347
522.1430042057868	0.5068414515591257	trials	210626SL	p61	Z11111	28	12.0	45.0	4	522.2930042057868	522.499845657346
522.5732872254005	0.4968413813812731	trials	210626SL	p61	Z11111	260	4.0	45.0	12	522.7232872254004	522.9201286067818
522.9735700344805	0.526841591914831	trials	210626SL	p61	Z11111	159	8.0	90.0	8	523.1235700344805	523.3504116263954
523.4238531944499	0.4968413813812731	trials	210626SL	p61	Z11111	229	3.0	315.0	8	523.5738531944498	523.7706945758312
523.8241360035299	0.5268815921955365	trials	210626SL	p61	Z11111	64	3.0	180.0	4	523.9741360035299	524.2010175957255
524.27445916378	0.4968413813812731	trials	210626SL	p61	Z11111	117	11.0	315.0	4	524.4244591637799	524.6213005451613
524.6747019725793	0.5068814518398312	trials	210626SL	p61	Z11111	183	2.0	180.0	8	524.8247019725793	525.0315834244192
525.0849848518372	0.5268815921955365	trials	210626SL	p61	Z11111	228	2.0	315.0	8	525.2349848518372	525.4618664440328
528.6474098520036	0.5268815921956502	trials	210626SL	p61	Z11111	299	13.0	135.0	12	528.7974098520036	529.0242914441993
529.0977330122538	0.4968413813812731	trials	210626SL	p61	Z11111	125	4.0	0.0	8	529.2477330122538	529.4445743936351
529.5280160318674	0.4968413813812731	trials	210626SL	p61	Z11111	9	8.0	0.0	4	529.6780160318674	529.8748574132487
529.9282988409475	0.526841591914831	trials	210626SL	p61	Z11111	127	6.0	0.0	8	530.0782988409475	530.3051404328623
530.3785820009168	0.4968413813812731	trials	210626SL	p61	Z11111	118	12.0	315.0	4	530.5285820009168	530.7254233822981
530.7788648099969	0.5068414515591257	trials	210626SL	p61	Z11111	91	0.0	270.0	4	530.9288648099969	531.135706261556
531.2191478997884	0.4968413813812731	trials	210626SL	p61	Z11111	352	6.0	315.0	12	531.3691478997883	531.5659892811697
531.6194307088684	0.5268815921955365	trials	210626SL	p61	Z11111	60	14.0	135.0	4	531.7694307088684	531.996312301064
535.2518962005607	0.5268815921955365	trials	210626SL	p61	Z11111	300	14.0	135.0	12	535.4018962005607	535.6287777927563
535.7022193608108	0.4968413813812731	trials	210626SL	p61	Z11111	72	11.0	180.0	4	535.8522193608108	536.0490607421921
536.1025021698908	0.526841591914831	trials	210626SL	p61	Z11111	315	14.0	180.0	12	536.2525021698908	536.4793437618057
536.5327851895045	0.5068414515591257	trials	210626SL	p61	Z11111	93	2.0	270.0	4	536.6827851895044	536.8896266410636
536.9430680687624	0.526841591914831	trials	210626SL	p61	Z11111	199	3.0	225.0	8	537.0930680687624	537.3199096606772
537.3833511585539	0.5068414515591257	trials	210626SL	p61	Z11111	342	11.0	270.0	12	537.5333511585538	537.740192610113
537.7936340378118	0.5268815921955365	trials	210626SL	p61	Z11111	74	13.0	180.0	4	537.9436340378118	538.1705156300073
538.2439571980618	0.4968413813812731	trials	210626SL	p61	Z11111	250	9.0	0.0	12	538.3939571980618	538.5907985794431
541.6963014257103	0.5168415217369784	trials	210626SL	p61	Z11111	35	4.0	90.0	4	541.8463014257103	542.0631429474473
542.1365845155018	0.4968413813812731	trials	210626SL	p61	Z11111	99	8.0	270.0	4	542.2865845155018	542.4834258968831
542.5468673947597	0.5268815921955365	trials	210626SL	p61	Z11111	355	9.0	315.0	12	542.6968673947597	542.9237489869553
542.9871904848319	0.4968413813812731	trials	210626SL	p61	Z11111	22	6.0	45.0	4	543.1371904848319	543.3340318662132
543.3974733640898	0.4968013811005676	trials	210626SL	p61	Z11111	281	10.0	90.0	12	543.5474733640898	543.7442747451904
543.8277563837034	0.4968413813812731	trials	210626SL	p61	Z11111	290	4.0	135.0	12	543.9777563837034	544.1745977650847
544.2580394033171	0.5068414515591257	trials	210626SL	p61	Z11111	46	0.0	135.0	4	544.408039403317	544.6148808548762
544.6983224931085	0.4968413813812731	trials	210626SL	p61	Z11111	275	4.0	90.0	12	544.8483224931085	545.0451638744898
548.270747563453	0.5068814518398312	trials	210626SL	p61	Z11111	357	11.0	315.0	12	548.420747563453	548.6276290152929
548.6810304427108	0.5268815921956502	trials	210626SL	p61	Z11111	58	12.0	135.0	4	548.8310304427108	549.0579120349065
549.1113534626052	0.4968413813812731	trials	210626SL	p61	Z11111	153	2.0	90.0	8	549.2613534626051	549.4581948439865
549.5516365523968	0.4968413813812731	trials	210626SL	p61	Z11111	289	3.0	135.0	12	549.7016365523967	549.898477933778
549.9819195720104	0.4968413813812731	trials	210626SL	p61	Z11111	276	5.0	90.0	12	550.1319195720104	550.3287609533917
550.412202591624	0.5068814518398312	trials	210626SL	p61	Z11111	189	8.0	180.0	8	550.562202591624	550.7690840434639
550.8525256816962	0.4968413813812731	trials	210626SL	p61	Z11111	124	3.0	0.0	8	551.0025256816962	551.1993670630775
551.2527684904956	0.5268815921955365	trials	210626SL	p61	Z11111	75	14.0	180.0	4	551.4027684904955	551.6296500826911
554.8252335611206	0.5168415217369784	trials	210626SL	p61	Z11111	155	4.0	90.0	8	554.9752335611206	555.1920750828576
555.2655166509121	0.4968413813812731	trials	210626SL	p61	Z11111	128	7.0	0.0	8	555.4155166509121	555.6123580322934
555.67579953017	0.5268815921955365	trials	210626SL	p61	Z11111	164	13.0	90.0	8	555.82579953017	556.0526811223656
556.1060825497837	0.5268815921956502	trials	210626SL	p61	Z11111	328	12.0	225.0	12	556.2560825497836	556.4829641419793
556.5564057100338	0.4968413813812731	trials	210626SL	p61	Z11111	105	14.0	270.0	4	556.7064057100338	556.9032470914151
556.9566885191138	0.5268415919149447	trials	210626SL	p61	Z11111	186	5.0	180.0	8	557.1066885191137	557.3335301110287
557.4069716790832	0.4968413813812731	trials	210626SL	p61	Z11111	68	7.0	180.0	4	557.5569716790832	557.7538130604645
557.817254558341	0.5268815921956502	trials	210626SL	p61	Z11111	194	13.0	180.0	8	557.967254558341	558.1941361505367
561.4497200500334	0.5168815220176839	trials	210626SL	p61	Z11111	317	1.0	225.0	12	561.5997200500334	561.8166015720511
561.8900431401056	0.4968413813812731	trials	210626SL	p61	Z11111	329	13.0	225.0	12	562.0400431401056	562.2368845214869
562.3203261597192	0.5068414515591257	trials	210626SL	p61	Z11111	88	12.0	225.0	4	562.4703261597192	562.6771676112784
562.7306090389771	0.526841591914831	trials	210626SL	p61	Z11111	143	7.0	45.0	8	562.8806090389771	563.107450630892
563.1808921989465	0.4968413813812731	trials	210626SL	p61	Z11111	113	7.0	315.0	4	563.3308921989465	563.5277335803278
563.6112152188409	0.4968413813812731	trials	210626SL	p61	Z11111	295	9.0	135.0	12	563.7612152188409	563.9580566002222
564.021458097818	0.5268815921956502	trials	210626SL	p61	Z11111	54	8.0	135.0	4	564.171458097818	564.3983396900137
564.4517811177124	0.4968413813812731	trials	210626SL	p61	Z11111	223	12.0	270.0	8	564.6017811177123	564.7986224990937
567.9641657667088	0.5268415919149447	trials	210626SL	p61	Z11111	62	1.0	180.0	4	568.1141657667088	568.3410073586238
568.4144889269589	0.4968013811005676	trials	210626SL	p61	Z11111	109	3.0	315.0	4	568.5644889269589	568.7612903080595
568.834731876114	0.4968413813812731	trials	210626SL	p61	Z11111	288	2.0	135.0	12	568.984731876114	569.1815732574953
569.235014685194	0.5268815921956502	trials	210626SL	p61	Z11111	335	4.0	270.0	12	569.3850146851939	569.6118962773896
569.6853378454441	0.4968413813812731	trials	210626SL	p61	Z11111	87	11.0	225.0	4	569.8353378454441	570.0321792268254
570.0856206545241	0.5268415919149447	trials	210626SL	p61	Z11111	136	0.0	45.0	8	570.235620654524	570.462462246439
570.5359038144935	0.4968413813812731	trials	210626SL	p61	Z11111	265	9.0	45.0	12	570.6859038144935	570.8827451958748
570.9461866937514	0.5268815921955365	trials	210626SL	p61	Z11111	234	8.0	315.0	8	571.0961866937514	571.323068285947
574.4785714831036	0.5168815220176839	trials	210626SL	p61	Z11111	67	6.0	180.0	4	574.6285714831035	574.8454530051213
574.89889443282	0.5068414515591257	trials	210626SL	p61	Z11111	103	12.0	270.0	4	575.04889443282	575.2557358843792
575.3391775226115	0.4968413813812731	trials	210626SL	p61	Z11111	174	8.0	135.0	8	575.4891775226115	575.6860189039928
575.7394603316915	0.5268415919149447	trials	210626SL	p61	Z11111	298	12.0	135.0	12	575.8894603316915	576.1163019236064
576.1897434916609	0.4968413813812731	trials	210626SL	p61	Z11111	350	4.0	315.0	12	576.3397434916609	576.5365848730422
576.590026300741	0.4968413813812731	trials	210626SL	p61	Z11111	264	8.0	45.0	12	576.740026300741	576.9368676821223
577.0303093905325	0.5268815921955365	trials	210626SL	p61	Z11111	79	3.0	225.0	4	577.1803093905324	577.407190982728
577.4806325507826	0.4968413813812731	trials	210626SL	p61	Z11111	24	8.0	45.0	4	577.6306325507826	577.8274739321639
581.0130173401348	0.5068814518398312	trials	210626SL	p61	Z11111	305	4.0	180.0	12	581.1630173401347	581.3698987919746
581.4433403600291	0.4968413813812731	trials	210626SL	p61	Z11111	212	1.0	270.0	8	581.5933403600291	581.7901817414104
581.8736233796427	0.4968413813812731	trials	210626SL	p61	Z11111	25	9.0	45.0	4	582.0236233796427	582.220464761024
582.2739061887227	0.5068414515592394	trials	210626SL	p61	Z11111	175	9.0	135.0	8	582.4239061887226	582.6307476402819
582.7141892785143	0.4968413813812731	trials	210626SL	p61	Z11111	277	6.0	90.0	12	582.8641892785142	583.0610306598956
583.1444722981279	0.4968413813812731	trials	210626SL	p61	Z11111	130	9.0	0.0	8	583.2944722981279	583.4913136795092
583.5647552475637	0.4968413813812731	trials	210626SL	p61	Z11111	114	8.0	315.0	4	583.7147552475636	583.911596628945
583.9750381268215	0.5268815921956502	trials	210626SL	p61	Z11111	204	8.0	225.0	8	584.1250381268214	584.3519197190171
587.7576246720241	0.5168415217369784	trials	210626SL	p61	Z11111	252	11.0	0.0	12	587.9076246720241	588.1244661937611
588.1979077618156	0.4968413813812731	trials	210626SL	p61	Z11111	255	14.0	0.0	12	588.3479077618156	588.5447491431969
588.5981905708957	0.5368816623735029	trials	210626SL	p61	Z11111	0			0	588.7481905708956	588.9850722332692
589.0485137311458	0.4968413813811594	trials	210626SL	p61	Z11111	343	12.0	270.0	12	589.1985137311458	589.395355112527
589.4587566101229	0.4968813816619786	trials	210626SL	p61	Z11111	359	13.0	315.0	12	589.6087566101229	589.8056379917849
589.8890796300172	0.4968413813812731	trials	210626SL	p61	Z11111	0			0	590.0390796300172	590.2359210113985
590.2893224388166	0.4968813816619786	trials	210626SL	p61	Z11111	360	14.0	315.0	12	590.4393224388166	590.6362038204786
590.6896052478966	0.5268815921956502	trials	210626SL	p61	Z11111	330	14.0	225.0	12	590.8396052478965	591.0664868400922
594.312070669411	0.5068414515591257	trials	210626SL	p61	Z11111	224	13.0	270.0	8	594.462070669411	594.6689121209702
594.7423936893055	0.4968013811004539	trials	210626SL	p61	Z11111	161	10.0	90.0	8	594.8923936893054	595.0891950704059
595.1426364981047	0.5268815921956502	trials	210626SL	p61	Z11111	340	9.0	270.0	12	595.2926364981047	595.5195180903004
595.5929596583549	0.4968413813811594	trials	210626SL	p61	Z11111	262	6.0	45.0	12	595.7429596583548	595.939801039736
595.9932424674348	0.4968413813812731	trials	210626SL	p61	Z11111	37	6.0	90.0	4	596.1432424674348	596.3400838488161
596.3934852762342	0.5268815921955365	trials	210626SL	p61	Z11111	145	9.0	45.0	8	596.5434852762342	596.7703668684297
596.8438084364842	0.4968413813812731	trials	210626SL	p61	Z11111	225	14.0	270.0	8	596.9938084364842	597.1906498178655
597.26409138592	0.4968413813812731	trials	210626SL	p61	Z11111	108	2.0	315.0	4	597.41409138592	597.6109327673013
600.6964354732127	0.5068414515591257	trials	210626SL	p61	Z11111	222	11.0	270.0	8	600.8464354732126	601.0532769247718
601.1267184928263	0.4968413813812731	trials	210626SL	p61	Z11111	197	1.0	225.0	8	601.2767184928263	601.4735598742076
601.5270013019064	0.5368416620926837	trials	210626SL	p61	Z11111	122	1.0	0.0	8	601.6770013019063	601.9138429639991
