onset	duration	nwb_table	ses_ID	pen_ID	sub_ID	cond_ID	stim_ID	rotation	luminance	pdOnTS	pdOffTS
481.81671437849315	0.5268799742057695	trials	210615SL	p55	Z11111	323	7.0	225.0	12	481.9667143784931	482.19359435269894
482.2569943284373	0.4968799776165156	trials	210615SL	p55	Z11111	24	8.0	45.0	4	482.4069943284373	482.60387430605385
482.66727428179223	0.5268799742057695	trials	210615SL	p55	Z11111	131	10.0	0.0	8	482.8172742817922	483.044154255998
483.09755423287334	0.4968799776165156	trials	210615SL	p55	Z11111	224	13.0	270.0	8	483.2475542328733	483.4444342104899
483.4978341873652	0.5268799742057695	trials	210615SL	p55	Z11111	307	6.0	180.0	12	483.64783418736516	483.874714161571
483.92815413844176	0.506839976484116	trials	210615SL	p55	Z11111	336	5.0	270.0	12	484.07815413844173	484.2849941149259
484.3383940918012	0.5268799742057695	trials	210615SL	p55	Z11111	117	11.0	315.0	4	484.4883940918012	484.715274066007
484.78871404060396	0.49687997761645875	trials	210615SL	p55	Z11111	0			0	484.93871404060394	485.13559401822044
488.15095365834804	0.5068799764795813	trials	210615SL	p55	Z11111	40	9.0	90.0	4	488.300953658348	488.50783363482765
488.5812736094246	0.49683997762105037	trials	210615SL	p55	Z11111	111	5.0	315.0	4	488.7312736094246	488.9281135870457
488.981513563921	0.49687997761645875	trials	210615SL	p55	Z11111	22	6.0	45.0	4	489.131513563921	489.3283935415375
489.3917935172759	0.5269199742011779	trials	210615SL	p55	Z11111	218	7.0	270.0	8	489.5417935172759	489.7687134914771
489.83211346721555	0.5068799764795813	trials	210615SL	p55	Z11111	313	12.0	180.0	12	489.9821134672155	490.18899344369515
490.2723934171597	0.4968799776165156	trials	210615SL	p55	Z11111	45	14.0	90.0	4	490.4223934171597	490.61927339477626
490.67267337165157	0.5268799742057695	trials	210615SL	p55	Z11111	213	2.0	270.0	8	490.82267337165155	491.04955334585736
491.1229933204543	0.49683997762105037	trials	210615SL	p55	Z11111	18	2.0	45.0	4	491.2729933204543	491.4698332980754
494.45523294160915	0.506839976484116	trials	210615SL	p55	Z11111	278	7.0	90.0	12	494.60523294160913	494.8120729180933
494.8654728949686	0.5068799764795813	trials	210615SL	p55	Z11111	279	8.0	90.0	12	495.0154728949686	495.2223528714482
495.2757528483235	0.5269199742012347	trials	210615SL	p55	Z11111	262	6.0	45.0	12	495.4257528483235	495.6526728225248
495.7060727994001	0.5268799742057695	trials	210615SL	p55	Z11111	212	1.0	270.0	8	495.85607279940007	496.0829527736059
496.1563527482074	0.49687997761645875	trials	210615SL	p55	Z11111	284	13.0	90.0	12	496.30635274820736	496.50323272582386
496.5666327015623	0.5268799742057695	trials	210615SL	p55	Z11111	281	10.0	90.0	12	496.7166327015623	496.9435126757681
496.9969126526434	0.5268799742057695	trials	210615SL	p55	Z11111	167	1.0	135.0	8	497.1469126526434	497.3737926268492
497.4472326014461	0.4968799776165156	trials	210615SL	p55	Z11111	47	1.0	135.0	4	497.5972326014461	497.79411257906264
500.7494322260162	0.5068799764795813	trials	210615SL	p55	Z11111	316	0.0	225.0	12	500.8994322260162	501.1063122024958
501.1797521770928	0.49683997762105037	trials	210615SL	p55	Z11111	348	2.0	315.0	12	501.32975217709276	501.52659215471385
501.58003213158463	0.5268799742057695	trials	210615SL	p55	Z11111	339	8.0	270.0	12	501.7300321315846	501.9569121057904
502.0303120803919	0.49687997761645875	trials	210615SL	p55	Z11111	324	8.0	225.0	12	502.1803120803919	502.3771920580084
502.4305920348837	0.5268799742057695	trials	210615SL	p55	Z11111	249	8.0	0.0	12	502.5805920348837	502.8074720090895
502.880871983691	0.4968799776165156	trials	210615SL	p55	Z11111	120	14.0	315.0	4	503.030871983691	503.22775196130755
503.28115193818286	0.5368799730688352	trials	210615SL	p55	Z11111	239	13.0	315.0	8	503.43115193818284	503.6680319112517
503.7214718881225	0.49683997762105037	trials	210615SL	p55	Z11111	15	14.0	0.0	4	503.87147188812247	504.06831186574357
507.0236715126926	0.5068799764795813	trials	210615SL	p55	Z11111	285	14.0	90.0	12	507.1736715126926	507.3805514891722
507.4439514649106	0.5068799764795813	trials	210615SL	p55	Z11111	59	13.0	135.0	4	507.59395146491056	507.8008314413902
507.8542314182655	0.5268799742058263	trials	210615SL	p55	Z11111	357	11.0	315.0	12	508.0042314182655	508.23111139247135
