onset	duration	nwb_table	ses_ID	pen_ID	sub_ID	cond_ID	stim_ID	mode	pdOnTS	pdOffTS
972.5509732098781	0.5043212744536731	trials	200730TX	p65	Z08115	54	17.0	2.0	972.700973209878	972.9052944843318
972.961255769015	0.49432121207826185	trials	200730TX	p65	Z08115	104	34.0	1.0	973.111255769015	973.3055769810933
973.3714983279025	0.514361337078526	trials	200730TX	p65	Z08115	85	28.0	0.0	973.5214983279025	973.735859664981
973.8018210120397	0.49432121207826185	trials	200730TX	p65	Z08115	0			973.9518210120397	974.146142224118
974.2321036959273	0.49432121207826185	trials	200730TX	p65	Z08115	15	4.0	2.0	974.3821036959273	974.5764249080056
974.6323861926888	0.5243613994539373	trials	200730TX	p65	Z08115	29	9.0	1.0	974.7823861926888	975.0067475921428
975.0726689389519	0.5243613994539373	trials	200730TX	p65	Z08115	108	35.0	2.0	975.2226689389519	975.4470303384059
975.5229917478399	0.524321399204382	trials	200730TX	p65	Z08115	21	6.0	2.0	975.6729917478399	975.8973131470443
978.9752932815662	0.5043612747031148	trials	200730TX	p65	Z08115	90	29.0	2.0	979.1252932815662	979.3296545562694
979.3856158409526	0.49432121207826185	trials	200730TX	p65	Z08115	71	23.0	1.0	979.5356158409526	979.7299370530309
979.8158585245908	0.49436121232781716	trials	200730TX	p65	Z08115	45	14.0	2.0	979.9658585245908	980.1602197369186
980.2261810839773	0.5243613994538237	trials	200730TX	p65	Z08115	22	7.0	0.0	980.3761810839773	980.6005424834311
980.6564637678649	0.5243613994539373	trials	200730TX	p65	Z08115	74	24.0	1.0	980.8064637678649	981.0308251673189
981.0867464517526	0.5043612747032284	trials	200730TX	p65	Z08115	107	35.0	1.0	981.2367464517525	981.4411077264558
981.4970290108895	0.5243613994539373	trials	200730TX	p65	Z08115	20	6.0	1.0	981.6470290108895	981.8713904103435
981.9273116947772	0.49436121232770347	trials	200730TX	p65	Z08115	98	32.0	1.0	982.0773116947772	982.271672907105
985.5197741027569	0.49432121207826185	trials	200730TX	p65	Z08115	80	26.0	1.0	985.6697741027568	985.8640953148351
985.9300566618938	0.5243613994538237	trials	200730TX	p65	Z08115	79	26.0	0.0	986.0800566618938	986.3044180613476
986.3803394705321	0.5043612747032284	trials	200730TX	p65	Z08115	100	33.0	0.0	986.5303394705321	986.7347007452354
986.8006220920445	0.5243613994539373	trials	200730TX	p65	Z08115	70	23.0	0.0	986.9506220920445	987.1749834914984
987.2309447761817	0.49432121207826185	trials	200730TX	p65	Z08115	75	24.0	2.0	987.3809447761817	987.57526598826
987.6612274600693	0.49432121207826185	trials	200730TX	p65	Z08115	30	9.0	2.0	987.8112274600693	988.0055486721476
988.0614699565814	0.5344014620787902	trials	200730TX	p65	Z08115	28	9.0	0.0	988.2114699565814	988.4458714186602
988.501792703094	0.5243613994538237	trials	200730TX	p65	Z08115	65	21.0	1.0	988.651792703094	988.8761541025478
991.9641342994452	0.5043612747031148	trials	200730TX	p65	Z08115	103	34.0	0.0	992.1141342994451	992.3184955741483
992.3844169209575	0.5243613994538237	trials	200730TX	p65	Z08115	63	20.0	2.0	992.5344169209575	992.7587783204114
992.8447397922208	0.49432121207826185	trials	200730TX	p65	Z08115	58	19.0	0.0	992.9947397922208	993.1890610042991
993.2550223513578	0.5243613994538237	trials	200730TX	p65	Z08115	33	10.0	2.0	993.4050223513577	993.6293837508116
993.6853050352454	0.5243613994539373	trials	200730TX	p65	Z08115	5	1.0	1.0	993.8353050352454	994.0596664346994
994.1156277193826	0.49432121207826185	trials	200730TX	p65	Z08115	87	28.0	2.0	994.2656277193826	994.4599489314609
994.5258702782701	0.5243613994538237	trials	200730TX	p65	Z08115	83	27.0	1.0	994.67587027827	994.9002316777239
994.9561929624072	0.49432121207826185	trials	200730TX	p65	Z08115	44	14.0	1.0	995.1061929624071	995.3005141744854
998.5586154325127	0.5043612747031148	trials	200730TX	p65	Z08115	109	36.0	0.0	998.7086154325127	998.9129767072159
998.9688979916497	0.49432121207826185	trials	200730TX	p65	Z08115	40	13.0	0.0	999.1188979916496	999.313219203728
999.3991806755373	0.49436121232781716	trials	200730TX	p65	Z08115	53	17.0	1.0	999.5491806755373	999.7435418878651
1001.9509165919868	0.5043612747031148	trials	200730TX	p65	Z08115	113	37.0	1.0	1002.1009165919868	1002.30527786669
1002.3611991511237	0.49436121232770347	trials	200730TX	p65	Z08115	84	27.0	2.0	1002.5111991511237	1002.7055603634515
1002.7714817102607	0.5243613994538237	trials	200730TX	p65	Z08115	43	14.0	0.0	1002.9214817102607	1003.1458431097145
1003.2018043943979	0.524321399204382	trials	200730TX	p65	Z08115	67	22.0	0.0	1003.3518043943978	1003.5761257936023
1003.632047078036	0.49436121232781716	trials	200730TX	p65	Z08115	19	6.0	0.0	1003.7820470780359	1003.9764082903638
