onset	duration	nwb_table	ses_ID	pen_ID	sub_ID	cond_ID	stim_ID	mode	pdOnTS	pdOffTS
3345.241224703172	0.4969200284258477	trials	210521TX	p34	Z11111	18	5.0	2.0	3345.391224703172	3345.588144731598
3345.6815047667264	0.5269600327619628	trials	210521TX	p34	Z11111	46	15.0	0.0	3345.8315047667265	3346.0584647994883
3346.151824834617	0.5269600327619628	trials	210521TX	p34	Z11111	42	13.0	2.0	3346.301824834617	3346.528784867379
3348.5134251755135	0.5069200298689793	trials	210521TX	p34	Z11111	40	13.0	0.0	3348.6634251755136	3348.8703452053824
3348.9537052390674	0.5369600342055492	trials	210521TX	p34	Z11111	65	21.0	1.0	3349.1037052390675	3349.340665273273
3349.393985302622	0.5269600327619628	trials	210521TX	p34	Z11111	99	32.0	2.0	3349.543985302622	3349.7709453353837
3349.8243053647384	0.5369600342050944	trials	210521TX	p34	Z11111	103	34.0	0.0	3349.9743053647385	3350.2112653989434
3350.264585428293	0.526960032761508	trials	210521TX	p34	Z11111	82	27.0	0.0	3350.414585428293	3350.641545461054
3350.6948654904036	0.526960032761508	trials	210521TX	p34	Z11111	67	22.0	0.0	3350.8448654904037	3351.071825523165
3351.1351855539638	0.526960032761508	trials	210521TX	p34	Z11111	36	11.0	2.0	3351.285185553964	3351.512145586725
3354.887706095639	0.50696002987479	trials	210521TX	p34	Z11111	100	33.0	0.0	3355.037706095639	3355.2446661255135
3355.2979861548624	0.5269600327619628	trials	210521TX	p34	Z11111	77	25.0	1.0	3355.4479861548625	3355.6749461876243
3355.768306222753	0.49692002842539296	trials	210521TX	p34	Z11111	50	16.0	1.0	3355.918306222753	3356.1152262511782
3356.1985862848637	0.5269600327619628	trials	210521TX	p34	Z11111	16	5.0	0.0	3356.348586284864	3356.5755463176256
3356.668906352754	0.5269600327619628	trials	210521TX	p34	Z11111	53	17.0	1.0	3356.8189063527543	3357.045866385516
3357.099186414865	0.5369600342055492	trials	210521TX	p34	Z11111	33	10.0	2.0	3357.249186414865	3357.4861464490705
3357.5394664784194	0.5269600327619628	trials	210521TX	p34	Z11111	14	4.0	1.0	3357.6894664784195	3357.9164265111813
3361.1219069955437	0.5069200298689793	trials	210521TX	p34	Z11111	101	33.0	1.0	3361.2719069955438	3361.4788270254126
3361.572187060541	0.5269600327619628	trials	210521TX	p34	Z11111	15	4.0	2.0	3361.7221870605413	3361.949147093303
3362.0325071269885	0.5369600342050944	trials	210521TX	p34	Z11111	68	22.0	1.0	3362.1825071269886	3362.4194671611936
3364.3340674592177	0.5069200298689793	trials	210521TX	p34	Z11111	29	9.0	1.0	3364.484067459218	3364.6909874890866
3364.744347518442	0.526960032761508	trials	210521TX	p34	Z11111	107	35.0	1.0	3364.894347518442	3365.1213075512032
3365.1846275819958	0.5269600327619628	trials	210521TX	p34	Z11111	12	3.0	2.0	3365.334627581996	3365.5615876147576
3365.6149076441066	0.5269600327619628	trials	210521TX	p34	Z11111	59	19.0	1.0	3365.7649076441066	3365.9918676768684
3366.0552277076667	0.5269600327619628	trials	210521TX	p34	Z11111	45	14.0	2.0	3366.205227707667	3366.4321877404286
3366.515507774108	0.5270000327677735	trials	210521TX	p34	Z11111	85	28.0	0.0	3366.665507774108	3366.8925078068755
3366.955827837668	0.5269600327619628	trials	210521TX	p34	Z11111	48	15.0	2.0	3367.105827837668	3367.33278787043
3370.76838838801	0.50696002987479	trials	210521TX	p34	Z11111	9	2.0	2.0	3370.91838838801	3371.1253484178847
3371.188668448677	0.5269600327619628	trials	210521TX	p34	Z11111	104	34.0	1.0	3371.3386684486773	3371.565628481439
3371.618948510788	0.5269600327619628	trials	210521TX	p34	Z11111	13	4.0	0.0	3371.768948510788	3371.99590854355
3372.0892685786785	0.5269600327619628	trials	210521TX	p34	Z11111	61	20.0	0.0	3372.2392685786785	3372.4662286114403
3372.559588646569	0.5269600327619628	trials	210521TX	p34	Z11111	62	20.0	1.0	3372.709588646569	3372.936548679331
3373.0199087130163	0.5369600342050944	trials	210521TX	p34	Z11111	93	30.0	2.0	3373.1699087130164	3373.4068687472213
3373.490228780907	0.49692002842539296	trials	210521TX	p34	Z11111	0			3373.640228780907	3373.837148809332
3377.0125892893584	0.50696002987479	trials	210521TX	p34	Z11111	110	36.0	1.0	3377.1625892893585	3377.369549319233
3377.452909352918	0.5369600342055492	trials	210521TX	p34	Z11111	21	6.0	2.0	3377.6029093529182	3377.8398693871236
3377.9231894208033	0.526960032761508	trials	210521TX	p34	Z11111	73	24.0	0.0	3378.0731894208034	3378.3001494535647
3380.93522985559	0.50696002987479	trials	210521TX	p34	Z11111	84	27.0	2.0	3381.08522985559	3381.2921898854647
3381.385549920594	0.526960032761508	trials	210521TX	p34	Z11111	74	24.0	1.0	3381.535549920594	3381.762509953355
3381.825829984148	0.526960032761508	trials	210521TX	p34	Z11111	71	23.0	1.0	3381.9758299841483	3382.2027900169096
3382.286150050595	0.5369600342050944	trials	210521TX	p34	Z11111	108	35.0	2.0	3382.436150050595	3382.6731100848
3382.7564701184856	0.5269600327619628	trials	210521TX	p34	Z11111	47	15.0	1.0	3382.9064701184857	3383.1334301512475
3383.19675018204	0.526960032761508	trials	210521TX	p34	Z11111	76	25.0	0.0	3383.34675018204	3383.5737102148014
3383.657070248487	0.49692002842539296	trials	210521TX	p34	Z11111	87	28.0	2.0	3383.807070248487	3384.003990276912
3387.249470767049	0.50696002987479	trials	210521TX	p34	Z11111	17	5.0	1.0	3387.399470767049	3387.6064307969236
