onset	duration	nwb_table	ses_ID	pen_ID	sub_ID	cond_ID	stim_ID	mode	pdOnTS	pdOffTS
988.0633303052539	0.49440122092448746	trials	200717TX	p59	Z08115	105	34.0	2.0	988.2133303052539	988.4077315261784
988.4636128192027	0.5044012837291802	trials	200717TX	p59	Z08115	0			988.6136128192027	988.8180141029319
988.9038955843705	0.49440122092448746	trials	200717TX	p59	Z08115	82	27.0	0.0	989.0538955843705	989.248296805295
989.3342182869848	0.49440122092448746	trials	200717TX	p59	Z08115	99	32.0	2.0	989.4842182869847	989.6786195079093
989.7444608634871	0.4944412211756344	trials	200717TX	p59	Z08115	12	3.0	2.0	989.8944608634871	990.0889020846628
990.1747835661015	0.4944012209243738	trials	200717TX	p59	Z08115	18	5.0	2.0	990.3247835661015	990.5191847870259
990.575026079799	0.5244414095899401	trials	200717TX	p59	Z08115	80	26.0	1.0	990.725026079799	990.949467489389
991.0053487824133	0.5044012837291802	trials	200717TX	p59	Z08115	60	19.0	2.0	991.1553487824133	991.3597500661425
994.4776905902346	0.5044012837291802	trials	200717TX	p59	Z08115	90	29.0	2.0	994.6276905902346	994.8320918739638
994.9080132928489	0.49436122067322685	trials	200717TX	p59	Z08115	100	33.0	0.0	995.0580132928488	995.2523745135221
995.338295995212	0.4944012209243738	trials	200717TX	p59	Z08115	21	6.0	2.0	995.488295995212	995.6826972161364
995.7385385089095	0.5344414723946329	trials	200717TX	p59	Z08115	0			995.8885385089095	996.1229799813042
996.1888613371333	0.5044012837291802	trials	200717TX	p59	Z08115	0			996.3388613371333	996.5432626208625
996.6291441023012	0.4944012209243738	trials	200717TX	p59	Z08115	35	11.0	1.0	996.7791441023012	996.9735453232256
997.0294266162499	0.5244414095899401	trials	200717TX	p59	Z08115	98	32.0	1.0	997.1794266162499	997.4038680258399
997.4797494444738	0.4944012209243738	trials	200717TX	p59	Z08115	10	3.0	0.0	997.6297494444738	997.8241506653982
1001.0521318805938	0.5144413467851336	trials	200717TX	p59	Z08115	32	10.0	1.0	1001.2021318805938	1001.416573227379
1001.4824545832081	0.5244414095899401	trials	200717TX	p59	Z08115	77	25.0	1.0	1001.6324545832081	1001.8568959927981
1001.9327774114319	0.5244014093387932	trials	200717TX	p59	Z08115	117	38.0	2.0	1002.0827774114318	1002.3071788207707
1002.363060113795	0.5244414095899401	trials	200717TX	p59	Z08115	34	11.0	0.0	1002.513060113795	1002.7375015233849
1002.8133429417676	0.4944412211756344	trials	200717TX	p59	Z08115	20	6.0	1.0	1002.9633429417676	1003.1577841629432
1003.2536657071867	0.4944012209243738	trials	200717TX	p59	Z08115	52	17.0	0.0	1003.4036657071866	1003.598066928111
1003.6839484095497	0.49440122092448746	trials	200717TX	p59	Z08115	102	33.0	2.0	1003.8339484095496	1004.0283496304742
1004.1242711749687	0.4944012209243738	trials	200717TX	p59	Z08115	36	11.0	2.0	1004.2742711749687	1004.4686723958931
1007.6766534854793	0.5044412839804409	trials	200717TX	p59	Z08115	112	37.0	0.0	1007.8266534854793	1008.0310947694597
1008.0969361250376	0.5044412839804409	trials	200717TX	p59	Z08115	23	7.0	1.0	1008.2469361250376	1008.451377409018
1010.5986718370292	0.5244014093386795	trials	200717TX	p59	Z08115	13	4.0	0.0	1010.7486718370292	1010.9730732463679
1011.0489546650018	0.4944012209243738	trials	200717TX	p59	Z08115	101	33.0	1.0	1011.1989546650018	1011.3933558859262
1011.4792373673648	0.4944012209243738	trials	200717TX	p59	Z08115	71	23.0	1.0	1011.6292373673648	1011.8236385882892
1011.8795198813136	0.5244414095899401	trials	200717TX	p59	Z08115	62	20.0	1.0	1012.0295198813136	1012.2539612909036
1012.3298427095374	0.49440122092448746	trials	200717TX	p59	Z08115	45	14.0	2.0	1012.4798427095374	1012.6742439304619
1012.7400852860397	0.4944412211756344	trials	200717TX	p59	Z08115	6	1.0	2.0	1012.8900852860397	1013.0845265072154
1013.170407988654	0.49440122092448746	trials	200717TX	p59	Z08115	103	34.0	0.0	1013.320407988654	1013.5148092095785
1013.6006906910171	0.4944012209243738	trials	200717TX	p59	Z08115	88	29.0	0.0	1013.7506906910171	1013.9450919119415
1017.1531130017789	0.5244014093386795	trials	200717TX	p59	Z08115	4	1.0	0.0	1017.3031130017789	1017.5275144111176
1017.6034358300027	0.5244014093386795	trials	200717TX	p59	Z08115	87	28.0	2.0	1017.7534358300027	1017.9778372393414
1018.0537186579753	0.4944012209243738	trials	200717TX	p59	Z08115	57	18.0	2.0	1018.2037186579753	1018.3981198788997
1018.4540011719241	0.5244014093386795	trials	200717TX	p59	Z08115	42	13.0	2.0	1018.6040011719241	1018.8284025812628
1018.9042839998966	0.49440122092448746	trials	200717TX	p59	Z08115	19	6.0	0.0	1019.0542839998966	1019.2486852208211
1019.3446067653157	0.49440122092448746	trials	200717TX	p59	Z08115	119	39.0	1.0	1019.4946067653157	1019.6890079862402
1019.7748894676788	0.4944012209243738	trials	200717TX	p59	Z08115	65	21.0	1.0	1019.9248894676788	1020.1192906886032
1020.1751719816276	0.5244014093386795	trials	200717TX	p59	Z08115	44	14.0	1.0	1020.3251719816276	1020.5495733909663
1023.6275136638393	0.5244014093387932	trials	200717TX	p59	Z08115	91	30.0	0.0	1023.7775136638393	1024.001915073178
1024.0777964918118	0.49440122092460115	trials	200717TX	p59	Z08115	55	18.0	0.0	1024.227796491812	1024.4221977127363
1026.4394113237831	0.5044012837295213	trials	200717TX	p59	Z08115	72	23.0	2.0	1026.5894113237832	1026.7938126075126
1026.8696940261461	0.4944012209248285	trials	200717TX	p59	Z08115	76	25.0	0.0	1027.0196940261462	1027.2140952470709
1027.3000167287605	0.49440122092460115	trials	200717TX	p59	Z08115	113	37.0	1.0	1027.4500167287606	1027.644417949685
1027.7402994939284	0.49440122092460115	trials	200717TX	p59	Z08115	43	14.0	0.0	1027.8902994939285	1028.084700714853
1028.1706221965426	0.4943612206734542	trials	200717TX	p59	Z08115	70	23.0	0.0	1028.3206221965427	1028.514983417216
1028.5708647102401	0.5244414095902812	trials	200717TX	p59	Z08115	9	2.0	2.0	1028.7208647102402	1028.9453061198303
1029.021187538464	0.4944012209248285	trials	200717TX	p59	Z08115	11	3.0	1.0	1029.171187538464	1029.3655887593886
1029.4314301149664	0.5244414095900538	trials	200717TX	p59	Z08115	78	25.0	2.0	1029.5814301149665	1029.8058715245563
1032.9738523629233	0.5044012837295213	trials	200717TX	p59	Z08115	94	31.0	0.0	1033.1238523629233	1033.3282536466527
1033.3941350024816	0.5244414095902812	trials	200717TX	p59	Z08115	38	12.0	1.0	1033.5441350024817	1033.7685764120718
1033.8444578307056	0.5244014093389069	trials	200717TX	p59	Z08115	25	8.0	0.0	1033.9944578307056	1034.2188592400444
1036.1559923481507	0.5244414095900538	trials	200717TX	p59	Z08115	59	19.0	1.0	1036.3059923481508	1036.5304337577406
1036.5863150507648	0.49440122092460115	trials	200717TX	p59	Z08115	14	4.0	1.0	1036.736315050765	1036.9307162716893
1037.0165977531278	0.4944012209248285	trials	200717TX	p59	Z08115	41	13.0	1.0	1037.166597753128	1037.3609989740526
1037.4568805182957	0.49444122117597544	trials	200717TX	p59	Z08115	54	17.0	2.0	1037.6068805182958	1037.8013217394716
1037.8872032209101	0.49440122092460115	trials	200717TX	p59	Z08115	51	16.0	2.0	1038.0372032209102	1038.2316044418346
1038.2874857348588	0.5244014093389069	trials	200717TX	p59	Z08115	84	27.0	2.0	1038.437485734859	1038.6618871441976
1038.7377685628314	0.49440122092460115	trials	200717TX	p59	Z08115	30	9.0	2.0	1038.8877685628315	1039.082169783756
1039.148051139585	0.49440122092460115	trials	200717TX	p59	Z08115	63	20.0	2.0	1039.2980511395851	1039.4924523605096
1042.7104735131516	0.5044012837292939	trials	200717TX	p59	Z08115	107	35.0	1.0	1042.8604735131516	1043.0648747968808
1043.1407562155146	0.49440122092460115	trials	200717TX	p59	Z08115	24	7.0	2.0	1043.2907562155146	1043.485157436439
1043.5710389178776	0.49444122117597544	trials	200717TX	p59	Z08115	120	39.0	2.0	1043.7210389178776	1043.9154801390534
1044.0113616832966	0.4944012209248285	trials	200717TX	p59	Z08115	106	35.0	0.0	1044.1613616832967	1044.3557629042214
1044.4416443856599	0.49440122092460115	trials	200717TX	p59	Z08115	95	31.0	1.0	1044.59164438566	1044.7860456065844
1044.8519269624132	0.5244414095902812	trials	200717TX	p59	Z08115	64	21.0	0.0	1045.0019269624133	1045.2263683720034
1045.2922097275812	0.5044412839806682	trials	200717TX	p59	Z08115	92	30.0	1.0	1045.4422097275813	1045.6466510115617
1045.7024923043348	0.5244414095900538	trials	200717TX	p59	Z08115	26	8.0	1.0	1045.8524923043349	1046.0769337139247
1049.2649146779013	0.514441346785361	trials	200717TX	p59	Z08115	75	24.0	2.0	1049.4149146779014	1049.6293560246866
1049.715237506125	0.5244414095900538	trials	200717TX	p59	Z08115	110	36.0	1.0	1049.8652375061251	1050.089678915715
