onset	duration	nwb_table	ses_ID	pen_ID	sub_ID	cond_ID	stim_ID	position	pdOnTS	pdOffTS
2867.2221885632075	0.5059600428808153	trials	210413SL	p05	Z11111	39	8.0	2.0	2867.3721885632076	2867.5781486060882
2867.64246865071	0.5259600470449186	trials	210413SL	p05	Z11111	36	5.0	2.0	2867.79246865071	2868.0184286977546
2868.072748740294	0.4959600407992184	trials	210413SL	p05	Z11111	12	11.0	0.0	2868.2227487402943	2868.4187087810933
2883.4130719341492	0.5059600428812701	trials	210413SL	p05	Z11111	55	9.0	3.0	2883.5630719341493	2883.7690319770304
2883.843392023742	0.49596004079876366	trials	210413SL	p05	Z11111	65	4.0	4.0	2883.993392023742	2884.189352064541
2884.2436321070722	0.49596004079876366	trials	210413SL	p05	Z11111	57	11.0	3.0	2884.3936321070723	2884.589592147871
2884.6839521987467	0.49596004079876366	trials	210413SL	p05	Z11111	32	1.0	2.0	2884.833952198747	2885.0299122395454
2885.114232288331	0.5059600428808153	trials	210413SL	p05	Z11111	24	8.0	1.0	2885.264232288331	2885.470192331212
2885.5545123799975	0.49596004079876366	trials	210413SL	p05	Z11111	72	11.0	4.0	2885.7045123799976	2885.900472420796
2885.9547924633357	0.5260000470534578	trials	210413SL	p05	Z11111	31	0.0	2.0	2886.104792463336	2886.330792510389
2897.262434817587	0.5059600428808153	trials	210413SL	p05	Z11111	30	14.0	1.0	2897.412434817587	2897.6183948604676
2897.6726749029986	0.4959600407992184	trials	210413SL	p05	Z11111	21	5.0	1.0	2897.8226749029986	2898.0186349437977
2898.0829549884193	0.5260000470530031	trials	210413SL	p05	Z11111	25	9.0	1.0	2898.2329549884194	2898.458955035472
2898.513235078003	0.4959600407992184	trials	210413SL	p05	Z11111	54	8.0	3.0	2898.6632350780033	2898.8591951188023
2898.913515161342	0.5059600428808153	trials	210413SL	p05	Z11111	2	1.0	0.0	2899.063515161342	2899.2694752042225
2899.343795250926	0.5060000428893545	trials	210413SL	p05	Z11111	69	8.0	4.0	2899.4937952509263	2899.6997952938154
