onset	duration	nwb_table	ses_ID	pen_ID	sub_ID	cond_ID	stim_ID	rotation	luminance	pdOnTS	pdOffTS
505.3101255670829	0.5268816049850784	trials	210619SL	p56	Z11111	84	8.0	225.0	4	505.46012556708286	505.687007172068
505.75040868169344	0.5368816757267041	trials	210619SL	p56	Z11111	9	8.0	0.0	4	505.9004086816934	506.13729035742017
506.2007318673286	0.5068414632189047	trials	210619SL	p56	Z11111	20	4.0	45.0	4	506.3507318673286	506.55757333054754
506.6410149819392	0.49688139276031507	trials	210619SL	p56	Z11111	216	5.0	270.0	8	506.79101498193916	506.9878963746995
508.98259154650617	0.5269216052680576	trials	210619SL	p56	Z11111	223	12.0	270.0	8	509.13259154650615	509.35951315177425
509.4329147321413	0.49688139276031507	trials	210619SL	p56	Z11111	81	5.0	225.0	4	509.58291473214126	509.7797961249016
509.8331975637856	0.5268816049850216	trials	210619SL	p56	Z11111	326	10.0	225.0	12	509.98319756378555	510.2100791687706
510.2834807491377	0.49688139276031507	trials	210619SL	p56	Z11111	308	7.0	180.0	12	510.4334807491377	510.63036214189805
510.69376365152357	0.5268816049850784	trials	210619SL	p56	Z11111	153	2.0	90.0	8	510.84376365152355	511.07064525650867
511.1340867664171	0.5068814635018839	trials	210619SL	p56	Z11111	69	8.0	180.0	4	511.2840867664171	511.490968229919
511.5443696688029	0.49684139247733583	trials	210619SL	p56	Z11111	287	1.0	135.0	12	511.6943696688029	511.8912110612803
511.97465271267185	0.5268816049851921	trials	210619SL	p56	Z11111	169	3.0	135.0	8	512.1246527126718	512.3515343176571
515.2268757192508	0.5068414632189615	trials	210619SL	p56	Z11111	242	1.0	0.0	12	515.3768757192507	515.5837171824697
515.6571587631198	0.49684139247733583	trials	210619SL	p56	Z11111	60	14.0	135.0	4	515.8071587631198	516.0040001555972
516.0874418069887	0.49688139276031507	trials	210619SL	p56	Z11111	324	8.0	225.0	12	516.2374418069887	516.4343231997491
516.5277249215993	0.49688139276031507	trials	210619SL	p56	Z11111	128	7.0	0.0	8	516.6777249215993	516.8746063143597
516.9580479657513	0.49684139247733583	trials	210619SL	p56	Z11111	281	10.0	90.0	12	517.1080479657513	517.3048893582287
519.4597456630325	0.5168815342435664	trials	210619SL	p56	Z11111	122	1.0	0.0	8	519.6097456630325	519.8266271972761
519.9000287776432	0.49688139276031507	trials	210619SL	p56	Z11111	271	0.0	90.0	12	520.0500287776432	520.2469101704036
520.3203117507707	0.49688139276031507	trials	210619SL	p56	Z11111	318	2.0	225.0	12	520.4703117507706	520.667193143531
520.7205945824148	0.5268816049850784	trials	210619SL	p56	Z11111	355	9.0	315.0	12	520.8705945824148	521.0974761873999
521.17091776805	0.5068414632188478	trials	210619SL	p56	Z11111	62	1.0	180.0	4	521.32091776805	521.5277592312689
521.6112008826606	0.49688139276031507	trials	210619SL	p56	Z11111	266	10.0	45.0	12	521.7612008826605	521.9580822754209
522.0114837143047	0.5268816049850784	trials	210619SL	p56	Z11111	161	10.0	90.0	8	522.1614837143047	522.3883653192898
522.4617668996569	0.49688139276031507	trials	210619SL	p56	Z11111	196	0.0	225.0	8	522.6117668996569	522.8086482924173
525.7740303309683	0.5268816049850784	trials	210619SL	p56	Z11111	53	7.0	135.0	4	525.9240303309683	526.1509119359534
526.2243535166034	0.4968413924774495	trials	210619SL	p56	Z11111	57	11.0	135.0	4	526.3743535166034	526.5711949090809
526.6546365604725	0.5068814635019407	trials	210619SL	p56	Z11111	335	4.0	270.0	12	526.8046365604724	527.0115180239744
527.094919675083	0.49688139276031507	trials	210619SL	p56	Z11111	34	3.0	90.0	4	527.244919675083	527.4418010678434
527.4952025067273	0.5268816049850784	trials	210619SL	p56	Z11111	101	10.0	270.0	4	527.6452025067273	527.8720841117124
527.9454856920794	0.49688139276031507	trials	210619SL	p56	Z11111	119	13.0	315.0	4	528.0954856920794	528.2923670848397
528.3557685944653	0.526921605267944	trials	210619SL	p56	Z11111	65	4.0	180.0	4	528.5057685944653	528.7326901997333
